CodigoSucursal,CodigoFuerza,CodigoModoAtencion,CodigoRuta,CodigoCliente,FechaDesde,FechaHasta
1,1,PRE,87,8430,2001/01/01,31/12/8999
1,1,PRE,102,8435,2001/01/01,31/12/8999
1,1,PRE,107,8439,2001/01/01,31/12/8999
1,1,PRE,107,8440,2001/01/01,31/12/8999
1,1,PRE,73,8442,2001/01/01,31/12/8999
1,1,PRE,90,8450,2001/01/01,31/12/8999
1,1,PRE,90,8455,2001/01/01,31/12/8999
1,1,PRE,73,8456,2001/01/01,31/12/8999
1,1,PRE,90,8463,2001/01/01,31/12/8999
1,1,PRE,120,8466,2001/01/01,31/12/8999
1,1,PRE,73,8468,2001/01/01,31/12/8999
1,1,PRE,102,8469,2001/01/01,31/12/8999
1,1,PRE,73,8499,2001/01/01,31/12/8999
1,1,PRE,90,8509,2001/01/01,31/12/8999
1,1,PRE,28,8511,2001/01/01,31/12/8999
1,1,PRE,28,8513,2001/01/01,31/12/8999
1,1,PRE,118,8522,2001/01/01,31/12/8999
1,1,PRE,110,8527,2001/01/01,31/12/8999
1,1,PRE,91,8528,2001/01/01,31/12/8999
1,1,PRE,95,8549,2001/01/01,31/12/8999
1,1,PRE,120,8558,2001/01/01,31/12/8999
1,1,PRE,113,8562,2001/01/01,31/12/8999
1,1,PRE,15,8576,2001/01/01,31/12/8999
1,1,PRE,110,8587,2001/01/01,31/12/8999
1,1,PRE,88,8592,2001/01/01,31/12/8999
1,1,PRE,95,8608,2001/01/01,31/12/8999
1,1,PRE,107,8617,2001/01/01,31/12/8999
1,1,PRE,28,8649,2001/01/01,31/12/8999
1,1,PRE,107,8652,2001/01/01,31/12/8999
1,1,PRE,110,8667,2001/01/01,31/12/8999
1,1,PRE,102,8669,2001/01/01,31/12/8999
1,1,PRE,28,8674,2001/01/01,31/12/8999
1,1,PRE,91,8682,2001/01/01,31/12/8999
1,1,PRE,107,8705,2001/01/01,31/12/8999
1,1,PRE,102,8709,2001/01/01,31/12/8999
1,1,PRE,100,8723,2001/01/01,31/12/8999
1,1,PRE,88,8727,2001/01/01,31/12/8999
1,1,PRE,91,8743,2001/01/01,31/12/8999
1,1,PRE,28,8744,2001/01/01,31/12/8999
1,1,PRE,73,8747,2001/01/01,31/12/8999
1,1,PRE,120,8748,2001/01/01,31/12/8999
1,1,PRE,90,8751,2001/01/01,31/12/8999
1,1,PRE,28,8753,2001/01/01,31/12/8999
1,1,PRE,96,8758,2001/01/01,31/12/8999
1,1,PRE,96,8762,2001/01/01,31/12/8999
1,1,PRE,100,8784,2001/01/01,31/12/8999
1,1,PRE,100,8795,2001/01/01,31/12/8999
1,1,PRE,95,8845,2001/01/01,31/12/8999
1,1,PRE,120,8851,2001/01/01,31/12/8999
1,1,PRE,91,8865,2001/01/01,31/12/8999
1,1,PRE,88,8871,2001/01/01,31/12/8999
1,1,PRE,91,8888,2001/01/01,31/12/8999
1,1,PRE,102,8892,2001/01/01,31/12/8999
1,1,PRE,100,8895,2001/01/01,31/12/8999
1,1,PRE,88,8903,2001/01/01,31/12/8999
1,1,PRE,89,8919,2001/01/01,31/12/8999
1,1,PRE,91,8924,2001/01/01,31/12/8999
1,1,PRE,87,8927,2001/01/01,31/12/8999
1,1,PRE,73,8928,2001/01/01,31/12/8999
1,1,PRE,96,8945,2001/01/01,31/12/8999
1,1,PRE,120,8958,2001/01/01,31/12/8999
1,1,PRE,90,8960,2001/01/01,31/12/8999
1,1,PRE,88,8961,2001/01/01,31/12/8999
1,1,PRE,96,8963,2001/01/01,31/12/8999
1,1,PRE,96,8966,2001/01/01,31/12/8999
1,1,PRE,100,8974,2001/01/01,31/12/8999
1,1,PRE,73,8984,2001/01/01,31/12/8999
1,1,PRE,95,8986,2001/01/01,31/12/8999
1,1,PRE,102,8999,2001/01/01,31/12/8999
1,1,PRE,107,9000,2001/01/01,31/12/8999
1,1,PRE,107,9008,2001/01/01,31/12/8999
1,1,PRE,100,9020,2001/01/01,31/12/8999
1,1,PRE,28,9022,2001/01/01,31/12/8999
1,1,PRE,28,9028,2001/01/01,31/12/8999
1,1,PRE,91,9040,2001/01/01,31/12/8999
1,1,PRE,28,9050,2001/01/01,31/12/8999
1,1,PRE,96,9056,2001/01/01,31/12/8999
1,1,PRE,90,9057,2001/01/01,31/12/8999
1,1,PRE,90,9058,2001/01/01,31/12/8999
1,1,PRE,102,9062,2001/01/01,31/12/8999
1,1,PRE,88,9066,2001/01/01,31/12/8999
1,1,PRE,90,9076,2001/01/01,31/12/8999
1,1,PRE,88,9084,2001/01/01,31/12/8999
1,1,PRE,91,9095,2001/01/01,31/12/8999
1,1,PRE,73,9096,2001/01/01,31/12/8999
1,1,PRE,102,9100,2001/01/01,31/12/8999
1,1,PRE,100,9116,2001/01/01,31/12/8999
1,1,PRE,90,9117,2001/01/01,31/12/8999
1,1,PRE,107,9118,2001/01/01,31/12/8999
1,1,PRE,100,9122,2001/01/01,31/12/8999
1,1,PRE,28,9124,2001/01/01,31/12/8999
1,1,PRE,87,9127,2001/01/01,31/12/8999
1,1,PRE,111,9130,2001/01/01,31/12/8999
1,1,PRE,110,9132,2001/01/01,31/12/8999
1,1,PRE,110,9135,2001/01/01,31/12/8999
1,1,PRE,120,9136,2001/01/01,31/12/8999
1,1,PRE,90,9142,2001/01/01,31/12/8999
1,1,PRE,91,9157,2001/01/01,31/12/8999
1,1,PRE,96,9164,2001/01/01,31/12/8999
1,1,PRE,88,9168,2001/01/01,31/12/8999
1,1,PRE,73,9169,2001/01/01,31/12/8999
1,1,PRE,43,9177,2001/01/01,31/12/8999
1,1,PRE,111,9181,2001/01/01,31/12/8999
1,1,PRE,120,9185,2001/01/01,31/12/8999
1,1,PRE,73,9193,2001/01/01,31/12/8999
1,1,PRE,88,9197,2001/01/01,31/12/8999
1,1,PRE,73,9205,2001/01/01,31/12/8999
1,1,PRE,91,9206,2001/01/01,31/12/8999
1,1,PRE,28,9207,2001/01/01,31/12/8999
1,1,PRE,88,9218,2001/01/01,31/12/8999
1,1,PRE,90,9221,2001/01/01,31/12/8999
1,1,PRE,95,9224,2001/01/01,31/12/8999
1,1,PRE,118,9230,2001/01/01,31/12/8999
1,1,PRE,91,9231,2001/01/01,31/12/8999
1,1,PRE,110,9237,2001/01/01,31/12/8999
1,1,PRE,100,9241,2001/01/01,31/12/8999
1,1,PRE,88,9243,2001/01/01,31/12/8999
1,1,PRE,100,9256,2001/01/01,31/12/8999
1,1,PRE,96,9259,2001/01/01,31/12/8999
1,1,PRE,43,9260,2001/01/01,31/12/8999
1,1,PRE,28,9261,2001/01/01,31/12/8999
1,1,PRE,95,9265,2001/01/01,31/12/8999
1,1,PRE,90,9267,2001/01/01,31/12/8999
1,1,PRE,95,9270,2001/01/01,31/12/8999
1,1,PRE,95,9271,2001/01/01,31/12/8999
1,1,PRE,88,9275,2001/01/01,31/12/8999
1,1,PRE,95,9284,2001/01/01,31/12/8999
1,1,PRE,90,9290,2001/01/01,31/12/8999
1,1,PRE,107,9291,2001/01/01,31/12/8999
1,1,PRE,111,9296,2001/01/01,31/12/8999
1,1,PRE,89,9297,2001/01/01,31/12/8999
1,1,PRE,96,9299,2001/01/01,31/12/8999
1,1,PRE,28,9300,2001/01/01,31/12/8999
1,1,PRE,100,9306,2001/01/01,31/12/8999
1,1,PRE,90,9308,2001/01/01,31/12/8999
1,1,PRE,90,9309,2001/01/01,31/12/8999
1,1,PRE,107,9310,2001/01/01,31/12/8999
1,1,PRE,28,9313,2001/01/01,31/12/8999
1,1,PRE,87,9315,2001/01/01,31/12/8999
1,1,PRE,91,9316,2001/01/01,31/12/8999
1,1,PRE,100,9318,2001/01/01,31/12/8999
1,1,PRE,43,9328,2001/01/01,31/12/8999
1,1,PRE,28,9332,2001/01/01,31/12/8999
1,1,PRE,90,9342,2001/01/01,31/12/8999
1,1,PRE,90,9343,2001/01/01,31/12/8999
1,1,PRE,120,9345,2001/01/01,31/12/8999
1,1,PRE,90,9349,2001/01/01,31/12/8999
1,1,PRE,102,9352,2001/01/01,31/12/8999
1,1,PRE,120,9353,2001/01/01,31/12/8999
1,1,PRE,89,9354,2001/01/01,31/12/8999
1,1,PRE,96,9359,2001/01/01,31/12/8999
1,1,PRE,100,9366,2001/01/01,31/12/8999
1,1,PRE,107,9368,2001/01/01,31/12/8999
1,1,PRE,87,9377,2001/01/01,31/12/8999
1,1,PRE,96,9379,2001/01/01,31/12/8999
1,1,PRE,100,9386,2001/01/01,31/12/8999
1,1,PRE,28,9392,2001/01/01,31/12/8999
1,1,PRE,73,9398,2001/01/01,31/12/8999
1,1,PRE,28,9400,2001/01/01,31/12/8999
1,1,PRE,95,9401,2001/01/01,31/12/8999
1,1,PRE,107,9403,2001/01/01,31/12/8999
1,1,PRE,102,9407,2001/01/01,31/12/8999
1,1,PRE,91,9408,2001/01/01,31/12/8999
1,1,PRE,94,9410,2001/01/01,31/12/8999
1,1,PRE,90,9418,2001/01/01,31/12/8999
1,1,PRE,96,9422,2001/01/01,31/12/8999
1,1,PRE,88,9427,2001/01/01,31/12/8999
1,1,PRE,102,9433,2001/01/01,31/12/8999
1,1,PRE,120,9434,2001/01/01,31/12/8999
1,1,PRE,107,9440,2001/01/01,31/12/8999
1,1,PRE,91,9447,2001/01/01,31/12/8999
1,1,PRE,88,9470,2001/01/01,31/12/8999
1,1,PRE,28,9473,2001/01/01,31/12/8999
1,1,PRE,111,9474,2001/01/01,31/12/8999
1,1,PRE,107,9493,2001/01/01,31/12/8999
1,1,PRE,100,9495,2001/01/01,31/12/8999
1,1,PRE,73,9501,2001/01/01,31/12/8999
1,1,PRE,91,9502,2001/01/01,31/12/8999
1,1,PRE,111,9506,2001/01/01,31/12/8999
1,1,PRE,111,9507,2001/01/01,31/12/8999
1,1,PRE,111,9510,2001/01/01,31/12/8999
1,1,PRE,111,9514,2001/01/01,31/12/8999
1,1,PRE,28,9516,2001/01/01,31/12/8999
1,1,PRE,94,9520,2001/01/01,31/12/8999
1,1,PRE,94,9521,2001/01/01,31/12/8999
1,1,PRE,118,9522,2001/01/01,31/12/8999
1,1,PRE,88,9529,2001/01/01,31/12/8999
1,1,PRE,107,9535,2001/01/01,31/12/8999
1,1,PRE,73,9537,2001/01/01,31/12/8999
1,1,PRE,118,9544,2001/01/01,31/12/8999
1,1,PRE,94,9548,2001/01/01,31/12/8999
1,1,PRE,94,9549,2001/01/01,31/12/8999
1,1,PRE,111,9550,2001/01/01,31/12/8999
1,1,PRE,43,9554,2001/01/01,31/12/8999
1,1,PRE,91,9555,2001/01/01,31/12/8999
1,1,PRE,96,9557,2001/01/01,31/12/8999
1,1,PRE,118,9558,2001/01/01,31/12/8999
1,1,PRE,94,9559,2001/01/01,31/12/8999
1,1,PRE,100,9560,2001/01/01,31/12/8999
1,1,PRE,100,9561,2001/01/01,31/12/8999
1,1,PRE,107,9571,2001/01/01,31/12/8999
1,1,PRE,96,9573,2001/01/01,31/12/8999
1,1,PRE,102,9575,2001/01/01,31/12/8999
1,1,PRE,28,9580,2001/01/01,31/12/8999
1,1,PRE,94,9584,2001/01/01,31/12/8999
1,1,PRE,100,9591,2001/01/01,31/12/8999
1,1,PRE,118,9592,2001/01/01,31/12/8999
1,1,PRE,117,9595,2001/01/01,31/12/8999
1,1,PRE,110,9603,2001/01/01,31/12/8999
1,1,PRE,119,9607,2001/01/01,31/12/8999
1,1,PRE,87,9608,2001/01/01,31/12/8999
1,1,PRE,28,9612,2001/01/01,31/12/8999
1,1,PRE,88,9615,2001/01/01,31/12/8999
1,1,PRE,88,9621,2001/01/01,31/12/8999
1,1,PRE,107,9622,2001/01/01,31/12/8999
1,1,PRE,87,9624,2001/01/01,31/12/8999
1,1,PRE,113,9629,2001/01/01,31/12/8999
1,1,PRE,87,9632,2001/01/01,31/12/8999
1,1,PRE,107,9633,2001/01/01,31/12/8999
1,1,PRE,87,9636,2001/01/01,31/12/8999
1,1,PRE,88,9640,2001/01/01,31/12/8999
1,1,PRE,94,9647,2001/01/01,31/12/8999
1,1,PRE,87,9649,2001/01/01,31/12/8999
1,1,PRE,87,9652,2001/01/01,31/12/8999
1,1,PRE,95,9661,2001/01/01,31/12/8999
1,1,PRE,111,9664,2001/01/01,31/12/8999
1,1,PRE,100,9680,2001/01/01,31/12/8999
1,1,PRE,95,9683,2001/01/01,31/12/8999
1,1,PRE,94,9695,2001/01/01,31/12/8999
1,1,PRE,28,9697,2001/01/01,31/12/8999
1,1,PRE,88,9702,2001/01/01,31/12/8999
1,1,PRE,94,9708,2001/01/01,31/12/8999
1,1,PRE,94,9709,2001/01/01,31/12/8999
1,1,PRE,110,9710,2001/01/01,31/12/8999
1,1,PRE,94,9711,2001/01/01,31/12/8999
1,1,PRE,94,9714,2001/01/01,31/12/8999
1,1,PRE,96,9716,2001/01/01,31/12/8999
1,1,PRE,113,9718,2001/01/01,31/12/8999
1,1,PRE,73,9720,2001/01/01,31/12/8999
1,1,PRE,120,9721,2001/01/01,31/12/8999
1,1,PRE,120,9727,2001/01/01,31/12/8999
1,1,PRE,111,9728,2001/01/01,31/12/8999
1,1,PRE,120,9761,2001/01/01,31/12/8999
1,1,PRE,100,9763,2001/01/01,31/12/8999
1,1,PRE,113,9772,2001/01/01,31/12/8999
1,1,PRE,118,9779,2001/01/01,31/12/8999
1,1,PRE,120,9797,2001/01/01,31/12/8999
1,1,PRE,119,9800,2001/01/01,31/12/8999
1,1,PRE,110,9801,2001/01/01,31/12/8999
1,1,PRE,113,9807,2001/01/01,31/12/8999
1,1,PRE,87,9815,2001/01/01,31/12/8999
1,1,PRE,113,9817,2001/01/01,31/12/8999
1,1,PRE,94,9822,2001/01/01,31/12/8999
1,1,PRE,113,9823,2001/01/01,31/12/8999
1,1,PRE,119,9824,2001/01/01,31/12/8999
1,1,PRE,110,9827,2001/01/01,31/12/8999
1,1,PRE,91,9830,2001/01/01,31/12/8999
1,1,PRE,102,9831,2001/01/01,31/12/8999
1,1,PRE,110,9833,2001/01/01,31/12/8999
1,1,PRE,110,9840,2001/01/01,31/12/8999
1,1,PRE,90,9843,2001/01/01,31/12/8999
1,1,PRE,94,9844,2001/01/01,31/12/8999
1,1,PRE,110,9845,2001/01/01,31/12/8999
1,1,PRE,96,9846,2001/01/01,31/12/8999
1,1,PRE,118,9850,2001/01/01,31/12/8999
1,1,PRE,107,9852,2001/01/01,31/12/8999
1,1,PRE,118,9855,2001/01/01,31/12/8999
1,1,PRE,113,9860,2001/01/01,31/12/8999
1,1,PRE,118,9864,2001/01/01,31/12/8999
1,1,PRE,113,9870,2001/01/01,31/12/8999
1,1,PRE,107,9877,2001/01/01,31/12/8999
1,1,PRE,119,9880,2001/01/01,31/12/8999
1,1,PRE,120,9892,2001/01/01,31/12/8999
1,1,PRE,94,9894,2001/01/01,31/12/8999
1,1,PRE,87,9899,2001/01/01,31/12/8999
1,1,PRE,102,9902,2001/01/01,31/12/8999
1,1,PRE,110,9916,2001/01/01,31/12/8999
1,1,PRE,113,9921,2001/01/01,31/12/8999
1,1,PRE,88,9929,2001/01/01,31/12/8999
1,1,PRE,94,9931,2001/01/01,31/12/8999
1,1,PRE,113,9935,2001/01/01,31/12/8999
1,1,PRE,111,9937,2001/01/01,31/12/8999
1,1,PRE,88,9941,2001/01/01,31/12/8999
1,1,PRE,118,9942,2001/01/01,31/12/8999
1,1,PRE,88,9943,2001/01/01,31/12/8999
1,1,PRE,94,9946,2001/01/01,31/12/8999
1,1,PRE,91,9957,2001/01/01,31/12/8999
1,1,PRE,87,9958,2001/01/01,31/12/8999
1,1,PRE,95,9959,2001/01/01,31/12/8999
1,1,PRE,28,9960,2001/01/01,31/12/8999
1,1,PRE,95,9966,2001/01/01,31/12/8999
1,1,PRE,88,9969,2001/01/01,31/12/8999
1,1,PRE,113,9972,2001/01/01,31/12/8999
1,1,PRE,95,9978,2001/01/01,31/12/8999
1,1,PRE,110,9979,2001/01/01,31/12/8999
1,1,PRE,110,9986,2001/01/01,31/12/8999
1,1,PRE,95,9988,2001/01/01,31/12/8999
1,1,PRE,111,9991,2001/01/01,31/12/8999
1,1,PRE,95,9992,2001/01/01,31/12/8999
1,1,PRE,111,9994,2001/01/01,31/12/8999
1,1,PRE,110,9995,2001/01/01,31/12/8999
1,1,PRE,111,9998,2001/01/01,31/12/8999
1,1,PRE,90,10000,2001/01/01,31/12/8999
1,1,PRE,91,10002,2001/01/01,31/12/8999
1,1,PRE,113,10005,2001/01/01,31/12/8999
1,1,PRE,91,10010,2001/01/01,31/12/8999
1,1,PRE,118,10016,2001/01/01,31/12/8999
1,1,PRE,118,10018,2001/01/01,31/12/8999
1,1,PRE,111,10022,2001/01/01,31/12/8999
1,1,PRE,119,10024,2001/01/01,31/12/8999
1,1,PRE,91,10026,2001/01/01,31/12/8999
1,1,PRE,90,10027,2001/01/01,31/12/8999
1,1,PRE,119,10037,2001/01/01,31/12/8999
1,1,PRE,119,10040,2001/01/01,31/12/8999
1,1,PRE,119,10045,2001/01/01,31/12/8999
1,1,PRE,111,10046,2001/01/01,31/12/8999
1,1,PRE,91,10053,2001/01/01,31/12/8999
1,1,PRE,113,10056,2001/01/01,31/12/8999
1,1,PRE,73,10059,2001/01/01,31/12/8999
1,1,PRE,119,10061,2001/01/01,31/12/8999
1,1,PRE,111,10068,2001/01/01,31/12/8999
1,1,PRE,119,10069,2001/01/01,31/12/8999
1,1,PRE,110,10072,2001/01/01,31/12/8999
1,1,PRE,95,10073,2001/01/01,31/12/8999
1,1,PRE,119,10076,2001/01/01,31/12/8999
1,1,PRE,119,10080,2001/01/01,31/12/8999
1,1,PRE,119,10084,2001/01/01,31/12/8999
1,1,PRE,91,10085,2001/01/01,31/12/8999
1,1,PRE,118,10088,2001/01/01,31/12/8999
1,1,PRE,110,10094,2001/01/01,31/12/8999
1,1,PRE,110,10105,2001/01/01,31/12/8999
1,1,PRE,119,10108,2001/01/01,31/12/8999
1,1,PRE,119,10110,2001/01/01,31/12/8999
1,1,PRE,118,10112,2001/01/01,31/12/8999
1,1,PRE,120,10116,2001/01/01,31/12/8999
1,1,PRE,95,10117,2001/01/01,31/12/8999
1,1,PRE,110,10118,2001/01/01,31/12/8999
1,1,PRE,118,10119,2001/01/01,31/12/8999
1,1,PRE,110,10120,2001/01/01,31/12/8999
1,1,PRE,110,10121,2001/01/01,31/12/8999
1,1,PRE,110,10122,2001/01/01,31/12/8999
1,1,PRE,111,10135,2001/01/01,31/12/8999
1,1,PRE,111,10141,2001/01/01,31/12/8999
1,1,PRE,107,10144,2001/01/01,31/12/8999
1,1,PRE,87,10150,2001/01/01,31/12/8999
1,1,PRE,94,10151,2001/01/01,31/12/8999
1,1,PRE,90,10157,2001/01/01,31/12/8999
1,1,PRE,90,10158,2001/01/01,31/12/8999
1,1,PRE,111,10160,2001/01/01,31/12/8999
1,1,PRE,120,10162,2001/01/01,31/12/8999
1,1,PRE,111,10179,2001/01/01,31/12/8999
1,1,PRE,28,10181,2001/01/01,31/12/8999
1,1,PRE,119,10182,2001/01/01,31/12/8999
1,1,PRE,28,10184,2001/01/01,31/12/8999
1,1,PRE,88,10198,2001/01/01,31/12/8999
1,1,PRE,111,10203,2001/01/01,31/12/8999
1,1,PRE,111,10204,2001/01/01,31/12/8999
1,1,PRE,111,10205,2001/01/01,31/12/8999
1,1,PRE,113,10207,2001/01/01,31/12/8999
1,1,PRE,120,10212,2001/01/01,31/12/8999
1,1,PRE,28,10218,2001/01/01,31/12/8999
1,1,PRE,110,10225,2001/01/01,31/12/8999
1,1,PRE,91,10240,2001/01/01,31/12/8999
1,1,PRE,111,10251,2001/01/01,31/12/8999
1,1,PRE,119,10254,2001/01/01,31/12/8999
1,1,PRE,111,10258,2001/01/01,31/12/8999
1,1,PRE,113,10259,2001/01/01,31/12/8999
1,1,PRE,127,10260,2001/01/01,31/12/8999
1,1,PRE,105,10262,2001/01/01,31/12/8999
1,1,PRE,105,10263,2001/01/01,31/12/8999
1,1,PRE,95,10267,2001/01/01,31/12/8999
1,1,PRE,118,10270,2001/01/01,31/12/8999
1,1,PRE,127,10273,2001/01/01,31/12/8999
1,1,PRE,87,10275,2001/01/01,31/12/8999
1,1,PRE,100,10277,2001/01/01,31/12/8999
1,1,PRE,100,10279,2001/01/01,31/12/8999
1,1,PRE,100,10280,2001/01/01,31/12/8999
1,1,PRE,110,10281,2001/01/01,31/12/8999
1,1,PRE,95,10284,2001/01/01,31/12/8999
1,1,PRE,88,10287,2001/01/01,31/12/8999
1,1,PRE,100,10289,2001/01/01,31/12/8999
1,1,PRE,90,10299,2001/01/01,31/12/8999
1,1,PRE,111,10300,2001/01/01,31/12/8999
1,1,PRE,119,10305,2001/01/01,31/12/8999
1,1,PRE,119,10307,2001/01/01,31/12/8999
1,1,PRE,87,10317,2001/01/01,31/12/8999
1,1,PRE,94,10321,2001/01/01,31/12/8999
1,1,PRE,111,10322,2001/01/01,31/12/8999
1,1,PRE,120,10323,2001/01/01,31/12/8999
1,1,PRE,87,10328,2001/01/01,31/12/8999
1,1,PRE,28,10330,2001/01/01,31/12/8999
1,1,PRE,96,10331,2001/01/01,31/12/8999
1,1,PRE,96,10340,2001/01/01,31/12/8999
1,1,PRE,88,10343,2001/01/01,31/12/8999
1,1,PRE,90,10346,2001/01/01,31/12/8999
1,1,PRE,96,10347,2001/01/01,31/12/8999
1,1,PRE,91,10352,2001/01/01,31/12/8999
1,1,PRE,110,10355,2001/01/01,31/12/8999
1,1,PRE,96,10376,2001/01/01,31/12/8999
1,1,PRE,96,10380,2001/01/01,31/12/8999
1,1,PRE,113,10383,2001/01/01,31/12/8999
1,1,PRE,89,10384,2001/01/01,31/12/8999
1,1,PRE,119,10385,2001/01/01,31/12/8999
1,1,PRE,102,10387,2001/01/01,31/12/8999
1,1,PRE,88,10389,2001/01/01,31/12/8999
1,1,PRE,100,10391,2001/01/01,31/12/8999
1,1,PRE,96,10392,2001/01/01,31/12/8999
1,1,PRE,107,10394,2001/01/01,31/12/8999
1,1,PRE,100,10395,2001/01/01,31/12/8999
1,1,PRE,107,10399,2001/01/01,31/12/8999
1,1,PRE,87,10400,2001/01/01,31/12/8999
1,1,PRE,120,10415,2001/01/01,31/12/8999
1,1,PRE,95,10423,2001/01/01,31/12/8999
1,1,PRE,107,10425,2001/01/01,31/12/8999
1,1,PRE,100,10428,2001/01/01,31/12/8999
1,1,PRE,111,10431,2001/01/01,31/12/8999
1,1,PRE,96,10436,2001/01/01,31/12/8999
1,1,PRE,88,10449,2001/01/01,31/12/8999
1,1,PRE,113,10451,2001/01/01,31/12/8999
1,1,PRE,96,10458,2001/01/01,31/12/8999
1,1,PRE,113,10459,2001/01/01,31/12/8999
1,1,PRE,113,10460,2001/01/01,31/12/8999
1,1,PRE,113,10464,2001/01/01,31/12/8999
1,1,PRE,113,10465,2001/01/01,31/12/8999
1,1,PRE,88,10471,2001/01/01,31/12/8999
1,1,PRE,87,10474,2001/01/01,31/12/8999
1,1,PRE,91,10476,2001/01/01,31/12/8999
1,1,PRE,100,10481,2001/01/01,31/12/8999
1,1,PRE,88,10484,2001/01/01,31/12/8999
1,1,PRE,113,10488,2001/01/01,31/12/8999
1,1,PRE,107,10492,2001/01/01,31/12/8999
1,1,PRE,102,10499,2001/01/01,31/12/8999
1,1,PRE,113,10500,2001/01/01,31/12/8999
1,1,PRE,87,10502,2001/01/01,31/12/8999
1,1,PRE,100,10507,2001/01/01,31/12/8999
1,1,PRE,118,10515,2001/01/01,31/12/8999
1,1,PRE,87,10517,2001/01/01,31/12/8999
1,1,PRE,90,10528,2001/01/01,31/12/8999
1,1,PRE,94,10529,2001/01/01,31/12/8999
1,1,PRE,118,10532,2001/01/01,31/12/8999
1,1,PRE,87,10541,2001/01/01,31/12/8999
1,1,PRE,91,10548,2001/01/01,31/12/8999
1,1,PRE,118,10554,2001/01/01,31/12/8999
1,1,PRE,119,10559,2001/01/01,31/12/8999
1,1,PRE,89,10560,2001/01/01,31/12/8999
1,1,PRE,88,10563,2001/01/01,31/12/8999
1,1,PRE,73,10566,2001/01/01,31/12/8999
1,1,PRE,107,10569,2001/01/01,31/12/8999
1,1,PRE,118,10571,2001/01/01,31/12/8999
1,1,PRE,43,10575,2001/01/01,31/12/8999
1,1,PRE,113,10576,2001/01/01,31/12/8999
1,1,PRE,102,10581,2001/01/01,31/12/8999
1,1,PRE,96,10585,2001/01/01,31/12/8999
1,1,PRE,96,10587,2001/01/01,31/12/8999
1,1,PRE,43,10589,2001/01/01,31/12/8999
1,1,PRE,91,10591,2001/01/01,31/12/8999
1,1,PRE,73,10595,2001/01/01,31/12/8999
1,1,PRE,87,10599,2001/01/01,31/12/8999
1,1,PRE,94,10613,2001/01/01,31/12/8999
1,1,PRE,94,10616,2001/01/01,31/12/8999
1,1,PRE,110,10618,2001/01/01,31/12/8999
1,1,PRE,88,10620,2001/01/01,31/12/8999
1,1,PRE,102,10633,2001/01/01,31/12/8999
1,1,PRE,28,10635,2001/01/01,31/12/8999
1,1,PRE,73,10643,2001/01/01,31/12/8999
1,1,PRE,111,10645,2001/01/01,31/12/8999
1,1,PRE,15,10649,2001/01/01,31/12/8999
1,1,PRE,96,10650,2001/01/01,31/12/8999
1,1,PRE,113,10654,2001/01/01,31/12/8999
1,1,PRE,100,10657,2001/01/01,31/12/8999
1,1,PRE,91,10660,2001/01/01,31/12/8999
1,1,PRE,100,10665,2001/01/01,31/12/8999
1,1,PRE,110,10670,2001/01/01,31/12/8999
1,1,PRE,120,10675,2001/01/01,31/12/8999
1,1,PRE,120,10678,2001/01/01,31/12/8999
1,1,PRE,110,10680,2001/01/01,31/12/8999
1,1,PRE,87,10683,2001/01/01,31/12/8999
1,1,PRE,105,10684,2001/01/01,31/12/8999
1,1,PRE,120,10689,2001/01/01,31/12/8999
1,1,PRE,90,10691,2001/01/01,31/12/8999
1,1,PRE,73,10692,2001/01/01,31/12/8999
1,1,PRE,118,10693,2001/01/01,31/12/8999
1,1,PRE,28,10696,2001/01/01,31/12/8999
1,1,PRE,118,10698,2001/01/01,31/12/8999
1,1,PRE,94,10699,2001/01/01,31/12/8999
1,1,PRE,73,10701,2001/01/01,31/12/8999
1,1,PRE,113,10704,2001/01/01,31/12/8999
1,1,PRE,100,10707,2001/01/01,31/12/8999
1,1,PRE,118,10711,2001/01/01,31/12/8999
1,1,PRE,91,10712,2001/01/01,31/12/8999
1,1,PRE,90,10713,2001/01/01,31/12/8999
1,1,PRE,107,10716,2001/01/01,31/12/8999
1,1,PRE,107,10718,2001/01/01,31/12/8999
1,1,PRE,113,10722,2001/01/01,31/12/8999
1,1,PRE,118,10726,2001/01/01,31/12/8999
1,1,PRE,88,10727,2001/01/01,31/12/8999
1,1,PRE,100,10732,2001/01/01,31/12/8999
1,1,PRE,118,10733,2001/01/01,31/12/8999
1,1,PRE,118,10734,2001/01/01,31/12/8999
1,1,PRE,94,10737,2001/01/01,31/12/8999
1,1,PRE,110,10740,2001/01/01,31/12/8999
1,1,PRE,119,10741,2001/01/01,31/12/8999
1,1,PRE,94,10756,2001/01/01,31/12/8999
1,1,PRE,94,10758,2001/01/01,31/12/8999
1,1,PRE,94,10761,2001/01/01,31/12/8999
1,1,PRE,96,10762,2001/01/01,31/12/8999
1,1,PRE,73,10763,2001/01/01,31/12/8999
1,1,PRE,94,10764,2001/01/01,31/12/8999
1,1,PRE,90,10770,2001/01/01,31/12/8999
1,1,PRE,90,10772,2001/01/01,31/12/8999
1,1,PRE,95,10773,2001/01/01,31/12/8999
1,1,PRE,88,10777,2001/01/01,31/12/8999
1,1,PRE,100,10781,2001/01/01,31/12/8999
1,1,PRE,100,10783,2001/01/01,31/12/8999
1,1,PRE,28,10785,2001/01/01,31/12/8999
1,1,PRE,94,10790,2001/01/01,31/12/8999
